DGS6MO,DGS1,DGS3,DGS5,DGS10,DGS30
-0.2,-0.13,-0.17000000000000004,-0.19999999999999996,-0.16000000000000014,-0.07000000000000028
0.27999999999999997,0.25,0.33999999999999997,0.3899999999999999,0.27,0.20999999999999996
0.12,0.16000000000000003,0.030000000000000027,-0.06000000000000005,-0.1299999999999999,-0.18999999999999995
-0.03999999999999998,-0.20000000000000007,-0.19999999999999996,-0.24,-0.16999999999999993,-0.10000000000000009
0.030000000000000027,0.18000000000000005,-0.08000000000000007,-0.09999999999999987,-0.18999999999999995,-0.1499999999999999
-0.12,-0.10999999999999999,-0.15000000000000002,-0.17000000000000015,-0.1100000000000001,-0.10000000000000009
0.03999999999999998,0.010000000000000009,0.07000000000000006,0.06000000000000005,-0.010000000000000009,0.0
0.02999999999999997,0.010000000000000009,-0.040000000000000036,-0.050000000000000044,-0.040000000000000036,-0.07999999999999963
0.020000000000000018,-0.010000000000000009,0.0,-0.020000000000000018,-0.09999999999999987,-0.1900000000000004
0.03999999999999998,0.05999999999999994,0.050000000000000044,0.030000000000000027,0.0,-0.04999999999999982
0.010000000000000009,0.040000000000000036,0.05999999999999994,0.08000000000000007,0.1499999999999999,0.20999999999999996
0.10999999999999999,0.06999999999999995,0.18999999999999995,0.30000000000000004,0.42999999999999994,0.5
0.06000000000000005,0.18000000000000005,0.3800000000000001,0.46999999999999975,0.3900000000000001,0.18000000000000016
-0.030000000000000027,-0.08000000000000007,-0.06000000000000005,-0.07999999999999985,-0.03000000000000025,-0.040000000000000036
0.21999999999999997,0.16000000000000003,0.10000000000000009,0.07000000000000006,-0.019999999999999574,0.0
0.10999999999999999,0.10000000000000009,-0.07000000000000006,-0.10000000000000009,-0.11000000000000032,-0.08000000000000007
0.07000000000000006,0.030000000000000027,-0.030000000000000027,-0.05999999999999983,-0.040000000000000036,0.0
0.11999999999999988,0.10999999999999988,0.010000000000000009,-0.09000000000000008,-0.17999999999999972,-0.2599999999999998
0.0,0.010000000000000009,0.0,0.06000000000000005,0.1299999999999999,0.1499999999999999
-0.029999999999999805,0.0,-0.06000000000000005,-0.1100000000000001,-0.14000000000000012,-0.14000000000000012
0.09999999999999987,0.1200000000000001,0.18999999999999995,0.21999999999999997,0.20000000000000018,0.14000000000000012
0.16000000000000014,0.18999999999999995,0.16000000000000014,0.1200000000000001,0.04999999999999982,-0.010000000000000231
0.1399999999999999,0.15999999999999992,0.1499999999999999,0.10999999999999988,-0.009999999999999787,-0.13999999999999968
0.1299999999999999,0.10000000000000009,0.26000000000000023,0.2400000000000002,0.23999999999999977,0.1499999999999999
0.2200000000000002,0.26,0.19999999999999973,0.21999999999999975,0.22999999999999998,0.25
0.06999999999999984,0.020000000000000018,0.03000000000000025,-0.029999999999999805,-0.08000000000000007,-0.1200000000000001
0.15999999999999992,0.19999999999999973,0.27,0.25,0.2200000000000002,0.10999999999999988
0.040000000000000036,0.06000000000000005,-0.06000000000000005,-0.08000000000000007,-0.10999999999999988,-0.10999999999999988
0.07000000000000028,0.08000000000000007,0.10000000000000009,0.04999999999999982,0.04999999999999982,0.040000000000000036
0.07999999999999963,0.06000000000000005,0.009999999999999787,-0.040000000000000036,-0.04999999999999982,-0.040000000000000036
0.14000000000000012,0.1499999999999999,0.2200000000000002,0.27,0.2999999999999998,0.33000000000000007
0.10000000000000009,0.10000000000000009,0.03999999999999959,0.0,0.0,0.04999999999999982
0.020000000000000018,-0.10999999999999988,-0.3999999999999999,-0.4299999999999997,-0.41999999999999993,-0.3999999999999999
-0.03000000000000025,-0.020000000000000018,-0.029999999999999805,-0.040000000000000036,-0.020000000000000018,0.06000000000000005
0.020000000000000018,-0.06000000000000005,-0.06000000000000005,-0.050000000000000266,-0.029999999999999805,0.020000000000000018
-0.06999999999999984,-0.1200000000000001,-0.20999999999999996,-0.21999999999999975,-0.2100000000000004,-0.16000000000000014
-0.029999999999999805,-0.1200000000000001,-0.18999999999999995,-0.16000000000000014,-0.13999999999999968,-0.10000000000000009
-0.3900000000000001,-0.3899999999999999,-0.43000000000000016,-0.4099999999999999,-0.3600000000000003,-0.29000000000000004
0.06000000000000005,0.09000000000000008,0.14000000000000012,0.1100000000000001,0.07000000000000028,0.06000000000000005
-0.2100000000000002,-0.24,-0.41000000000000014,-0.4600000000000002,-0.5800000000000001,-0.6299999999999999
-0.15999999999999992,-0.1200000000000001,-0.010000000000000009,-0.010000000000000009,0.06000000000000005,0.08999999999999986
-0.1399999999999999,-0.06999999999999984,0.24,0.31000000000000005,0.31999999999999984,0.31000000000000005
-0.020000000000000018,-0.050000000000000044,0.0,0.040000000000000036,0.040000000000000036,-0.009999999999999787
0.010000000000000009,0.010000000000000009,-0.19999999999999996,-0.26,-0.27,-0.25
-0.9,-0.9400000000000001,-0.7699999999999999,-0.72,-0.6299999999999999,-0.43000000000000016
-0.44000000000000006,-0.36,-0.34,-0.28,-0.25,-0.2999999999999998
-0.09,-0.08000000000000002,-0.14,-0.15999999999999998,-0.14,-0.07000000000000006
0.020000000000000018,0.03,0.01999999999999999,0.020000000000000018,0.06999999999999995,0.16999999999999993
-0.03,-0.03999999999999998,-0.04000000000000001,-0.030000000000000027,-0.07999999999999996,-0.21999999999999997
-0.010000000000000009,-0.020000000000000018,-0.03,-0.019999999999999962,0.09999999999999998,0.24
